,mul,index_put_impl_,cat,sum,mm,other
8,4.198176200000001,7.165114760000002,2.2795154200000014,2.7243428400000003,0.52653502,7.312447600000006
32,13.266393599999999,6.613964688888889,6.006911622222222,5.545591066666667,1.1430106000000002,15.515973666666667
64,25.28875193023256,7.155940465116278,11.480298604651162,7.688595279069769,1.7951430930232561,28.48189804651163
128,49.355131145833326,6.898963500000001,22.536274229166665,14.160746208333338,3.4085080625000006,55.76907214583335
256,97.69464793333333,7.351546066666665,45.36931193333332,27.6346166,6.947503911111111,110.67760859999996
