,mul,index_put_impl_,cat,sum,mm,other
8,8.928957431818183,13.581681227272727,5.320474113636366,4.715701068181819,0.9264719545454544,13.11082538636363
16,15.126758666666667,14.63319006666667,8.88607208888889,8.60518588888889,1.4087012444444442,18.85346204444442
32,27.522080063829787,14.635368957446806,13.13287806382979,11.657849148936172,1.7087115319148938,31.765186468085048
64,52.24058663636363,14.680152000000003,24.634303272727266,15.573053250000005,3.229599477272728,59.565881999999974
128,101.75463932608696,15.492169586956518,47.82335817391304,28.938801217391305,6.280973673913043,115.64793576086956
