,mm,index_select,mul,scatter_add_,cat,other
8,23.79019656249999,12.456637000000002,3.103013104166667,6.180120374999999,4.7739925625,12.94104922916668
16,29.22711731914894,12.766984489361704,5.924724340425531,6.780420808510636,6.310275829787233,15.830548234042517
32,38.87311558333334,13.233268187499997,11.5855774375,8.106426229166667,8.312626020833331,18.90081181249998
64,68.82809573913042,13.53715367391304,22.850904869565216,10.791730391304348,13.431246086956525,24.003633695652212
128,145.404225,14.153743957446805,45.33034159574468,16.407279680851065,24.030251723404252,37.5616945531915
256,277.0838063333333,13.885330791666659,90.39126514583334,26.548253645833345,45.920568604166675,64.27843150000001
