,mm,index_select,mul,scatter_add_,cat,other
8,63.29503977777779,36.882162555555546,6.6606596444444435,19.0192252,5.092312377777778,22.06532291111111
16,88.5286319347826,39.26641956521739,12.668571195652177,21.189068652173916,8.636372,29.272437956521713
32,112.45480551020408,40.76540640816327,24.803264734693872,25.34047004081632,12.732683081632656,36.81353240816338
64,220.525424,39.7858914680851,48.939163957446794,30.34413614893617,24.235675276595735,46.406051787234105
128,470.83164346938787,39.49691787755103,97.08810812244897,40.759579040816334,47.08682634693878,74.97457222448986
256,882.5756349800001,39.198312060000006,193.82201017999995,64.56952220000002,95.01100141999997,137.88988381999934
