,mm,index_select,mul,scatter_add_,cat,other
8,137.48129042553194,87.317115,13.616718319148937,41.399528617021275,10.417922340425529,44.4864718085106
16,203.63875568888886,91.62302882222221,26.049281466666656,44.75434015555556,17.980789999999995,58.444225666666625
32,255.56292468749993,93.10487385416667,51.050322541666645,52.10702866666665,26.365851791666675,74.70729870833333
64,503.7948448800001,89.44050978,100.27503359999999,62.95365404,50.255858880000005,98.64820297999984
