,mul,index_put_impl_,cat,sum,mm,other
8,16.25931446808511,23.49075691489362,9.91575355319149,8.705218702127661,4.535222553191489,29.952995617021294
16,28.342188,24.295150468085108,17.26196931914894,17.063225659574464,5.697348170212767,43.70551559574466
32,52.60142254347827,24.418837130434785,25.279206043478272,22.886817695652176,7.568582195652178,73.22240669565221
64,100.92529234042551,24.9380684893617,48.2359415106383,29.81943129787234,14.427032489361704,135.91818304255332
