,mul,index_put_impl_,cat,sum,mm,other
8,22.160339209302325,22.510541093023257,13.848807372093024,12.620755558139534,2.4764239767441856,51.95584406976741
16,37.60244836956522,22.57845541304347,23.212749608695656,23.07370330434782,3.8084444565217392,72.54304391304345
32,68.60857525531915,22.769852510638295,33.62019517021276,30.05245289361702,7.992908680851062,116.31859785106383
64,130.240902,23.422261340909085,62.84905856818182,41.02636029545455,13.260619977272729,207.67046163636383
