,gcn,ggnn,gat,gaan
1%,0.47815175,0.50235289,0.50916506,0.52019002
3%,0.47940662,0.46555819,0.50920988,0.52346166
6%,0.4698158,0.44745216,0.50782055,0.51924887
10%,0.47344597,0.44355309,0.50678976,0.52189307
25%,0.47734505,0.45659481,0.50181509,0.52269977
50%,0.4698158,0.44005737,0.50064985,0.51839735
