,gcn,ggnn,gat,gaan
1%,0.9640538,0.94468924,0.96161874,0.80299165
3%,0.96474954,0.94074675,0.95976345,0.84032931
6%,0.96440167,0.93842764,0.96069109,0.84670686
10%,0.96138683,0.94155844,0.96127087,0.80565863
25%,0.95698052,0.94573284,0.95918367,0.89865492
50%,0.95060297,0.94213822,0.95686456,0.91570037
