,gcn,ggnn,gat,gaan
1%,0.75509017,0.84554974,0.90197789,0.93833624
3%,0.83304247,0.87405468,0.89936009,0.93804538
6%,0.840605,0.87405468,0.90255963,0.95578825
10%,0.85776614,0.87463642,0.90081443,0.94968005
25%,0.85369401,0.87172775,0.89063409,0.94211751
50%,0.84118674,0.87143688,0.9141943,0.93368237
