,gcn,ggnn,gat,gaan
1%,0.84213278,0.81024569,0.80292734,0.9372713
3%,0.91897543,0.91008887,0.86722426,0.94668061
6%,0.9252483,0.9132253,0.91270256,0.939885
10%,0.92420282,0.91374804,0.927862,0.94354417
25%,0.93361213,0.91479352,0.92263461,0.94720335
50%,0.92106639,0.92315734,0.91531626,0.94511239
