,gcn,ggnn,gat,gaan
1%,0.51575315,0.50777574,0.50235289,0.47586609
3%,0.51158517,0.50777574,0.50280106,0.47797248
6%,0.51279523,0.50710348,0.50347331,0.47877919
10%,0.51189889,0.50293551,0.50275624,0.48214046
25%,0.50903061,0.50194954,0.50006723,0.48689105
50%,0.50929951,0.51189889,0.49890199,0.48738404
