,gcn,ggnn,gat,gaan
1%,0.96672078,0.95292208,0.96811224,0.84183673
3%,0.96590909,0.9533859,0.96857607,
6%,0.96335807,0.95303803,0.96706865,
10%,0.96254638,0.95048701,0.96695269,
25%,0.95721243,0.9523423,0.96579314,
50%,0.95373377,0.95002319,0.96208256,
